ID Occupation,Occupation,ID Year,Year,Median Earnings by Occupation,Median Earnings by Occupation Moe,Geography,ID Geography,Slug Geography
21,"Law Enforcement Workers Including Supervisors",2017,"2017",37979,4313,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
10,"Community & Social Service Occupations",2017,"2017",37411,8781,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
33,"Production Occupations",2017,"2017",37178,2783,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
21,"Law Enforcement Workers Including Supervisors",2016,"2016",36338,1643,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
32,"Production, Transportation, & Material Moving Occupations",2013,"2013",36276,2401,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
32,"Production, Transportation, & Material Moving Occupations",2014,"2014",36107,1863,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
33,"Production Occupations",2013,"2013",36011,3691,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
21,"Law Enforcement Workers Including Supervisors",2015,"2015",35940,1848,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
32,"Production, Transportation, & Material Moving Occupations",2017,"2017",35899,2137,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
16,"Health Technologists & Technicians",2015,"2015",35878,7922,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
21,"Law Enforcement Workers Including Supervisors",2014,"2014",35877,1599,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
33,"Production Occupations",2016,"2016",35838,2478,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
12,"Education, Training, & Library Occupations",2015,"2015",35822,5477,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
9,"Education, Legal, Community Service, Arts, & Media Occupations",2017,"2017",35605,4585,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
29,"Farming, Fishing, & Forestry Occupations",2016,"2016",35590,6992,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
12,"Education, Training, & Library Occupations",2017,"2017",35564,7062,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
33,"Production Occupations",2014,"2014",35523,2552,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
32,"Production, Transportation, & Material Moving Occupations",2016,"2016",35520,1996,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
12,"Education, Training, & Library Occupations",2016,"2016",35226,6941,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
33,"Production Occupations",2015,"2015",35212,2687,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
21,"Law Enforcement Workers Including Supervisors",2013,"2013",35208,3602,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
16,"Health Technologists & Technicians",2013,"2013",35083,5307,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
32,"Production, Transportation, & Material Moving Occupations",2015,"2015",34880,2757,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
9,"Education, Legal, Community Service, Arts, & Media Occupations",2014,"2014",34626,4589,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
19,"Protective Service Occupations",2017,"2017",34063,3862,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
19,"Protective Service Occupations",2014,"2014",33915,4025,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
9,"Education, Legal, Community Service, Arts, & Media Occupations",2015,"2015",33665,4154,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
19,"Protective Service Occupations",2015,"2015",33268,3794,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
19,"Protective Service Occupations",2016,"2016",33072,3515,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
19,"Protective Service Occupations",2013,"2013",32981,4176,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
9,"Education, Legal, Community Service, Arts, & Media Occupations",2016,"2016",32871,4796,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
10,"Community & Social Service Occupations",2016,"2016",32102,5997,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
0,"Total",2017,"2017",31926,637,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
0,"Total",2013,"2013",31737,773,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
0,"Total",2014,"2014",31728,675,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
29,"Farming, Fishing, & Forestry Occupations",2014,"2014",31667,9432,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
0,"Total",2015,"2015",31663,666,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
0,"Total",2016,"2016",31526,621,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
16,"Health Technologists & Technicians",2014,"2014",31447,8958,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
35,"Material Moving Occupations",2013,"2013",31270,2611,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
29,"Farming, Fishing, & Forestry Occupations",2015,"2015",31042,11868,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
35,"Material Moving Occupations",2014,"2014",30817,2490,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
35,"Material Moving Occupations",2017,"2017",30153,4465,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
35,"Material Moving Occupations",2016,"2016",30122,2251,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
35,"Material Moving Occupations",2015,"2015",29690,2771,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
10,"Community & Social Service Occupations",2015,"2015",29680,4771,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
10,"Community & Social Service Occupations",2014,"2014",29410,4493,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
10,"Community & Social Service Occupations",2013,"2013",29259,6706,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
20,"Fire Fighting & Prevention, & Other Protective Service Workers Including Supervisors",2015,"2015",29100,11371,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
29,"Farming, Fishing, & Forestry Occupations",2017,"2017",28594,6133,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
20,"Fire Fighting & Prevention, & Other Protective Service Workers Including Supervisors",2017,"2017",27930,7448,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
27,"Office & Administrative Support Occupations",2017,"2017",27856,1611,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
27,"Office & Administrative Support Occupations",2013,"2013",27652,2236,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
27,"Office & Administrative Support Occupations",2015,"2015",27250,2980,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
27,"Office & Administrative Support Occupations",2014,"2014",27003,2008,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
27,"Office & Administrative Support Occupations",2016,"2016",26628,1576,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
25,"Sales & Office Occupations",2017,"2017",26417,1447,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
29,"Farming, Fishing, & Forestry Occupations",2013,"2013",25972,12012,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
20,"Fire Fighting & Prevention, & Other Protective Service Workers Including Supervisors",2016,"2016",25179,9687,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
25,"Sales & Office Occupations",2016,"2016",25030,1688,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
25,"Sales & Office Occupations",2015,"2015",24949,1534,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
25,"Sales & Office Occupations",2013,"2013",24684,1898,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
25,"Sales & Office Occupations",2014,"2014",23610,1531,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
13,"Arts, Design, Entertainment, Sports, & Media Occupations",2017,"2017",23114,3390,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
26,"Sales & Related Occupations",2017,"2017",22654,4573,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
20,"Fire Fighting & Prevention, & Other Protective Service Workers Including Supervisors",2014,"2014",22235,15922,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
18,"Healthcare Support Occupations",2017,"2017",22226,2126,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
13,"Arts, Design, Entertainment, Sports, & Media Occupations",2013,"2013",21935,3222,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
18,"Healthcare Support Occupations",2016,"2016",21606,2556,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
26,"Sales & Related Occupations",2013,"2013",21533,2210,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
20,"Fire Fighting & Prevention, & Other Protective Service Workers Including Supervisors",2013,"2013",21500,12260,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
18,"Healthcare Support Occupations",2013,"2013",21384,7234,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
13,"Arts, Design, Entertainment, Sports, & Media Occupations",2015,"2015",21326,4634,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
13,"Arts, Design, Entertainment, Sports, & Media Occupations",2014,"2014",21125,4525,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
26,"Sales & Related Occupations",2016,"2016",20911,2754,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
13,"Arts, Design, Entertainment, Sports, & Media Occupations",2016,"2016",20769,3208,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
26,"Sales & Related Occupations",2015,"2015",20407,2439,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
18,"Healthcare Support Occupations",2015,"2015",19343,1665,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
23,"Building & Grounds Cleaning & Maintenance Occupations",2013,"2013",19260,2295,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
23,"Building & Grounds Cleaning & Maintenance Occupations",2014,"2014",19159,3031,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
18,"Healthcare Support Occupations",2014,"2014",19045,1268,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
26,"Sales & Related Occupations",2014,"2014",18664,3066,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
23,"Building & Grounds Cleaning & Maintenance Occupations",2017,"2017",18603,2671,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
17,"Service Occupations",2017,"2017",17610,994,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
23,"Building & Grounds Cleaning & Maintenance Occupations",2015,"2015",17457,2867,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
17,"Service Occupations",2014,"2014",17232,1053,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
23,"Building & Grounds Cleaning & Maintenance Occupations",2016,"2016",17141,2496,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
17,"Service Occupations",2015,"2015",16895,822,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
17,"Service Occupations",2016,"2016",16873,932,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
24,"Personal Care & Service Occupations",2014,"2014",16842,2880,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
24,"Personal Care & Service Occupations",2013,"2013",16792,2993,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
17,"Service Occupations",2013,"2013",16731,1134,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
24,"Personal Care & Service Occupations",2015,"2015",15819,2199,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
24,"Personal Care & Service Occupations",2017,"2017",13685,3576,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
24,"Personal Care & Service Occupations",2016,"2016",13111,4252,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
22,"Food Preparation & Serving Related Occupations",2016,"2016",12601,1343,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
22,"Food Preparation & Serving Related Occupations",2017,"2017",12483,1257,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
22,"Food Preparation & Serving Related Occupations",2015,"2015",12054,938,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
22,"Food Preparation & Serving Related Occupations",2014,"2014",11610,1075,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
22,"Food Preparation & Serving Related Occupations",2013,"2013",11188,1106,"Michigan City-La Porte, IN","31000US33140","michigan-city-la-porte-in-metro-area"
